# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk pviol tviol    fb  bar1 sbecc dbecc   pci rxpci txpci
# Idx     W     C     C     %     %     %     %   MHz   MHz     %  bool    MB    MB  errs  errs  errs  MB/s  MB/s
    1    83    53     -    29     3     0     0  6800  1605     0     0  8254    19     -     -     0   130     4
    2    76    45     -    21     3     0     0  6800  1425     0     0  5563    15     -     -     0     0    13
    0    62    46     -    15     4     0     0  6800  1350     0     0  5621    15     -     -     0   262     6
    1    91    54     -    35     4     0     0  6800  1905     0     0  8254    19     -     -     0     0    12
    2    78    45     -    15     2     0     0  6800  1590     0     0  5563    15     -     -     0    81     1
    0    77    46     -    14     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    92    54     -    17     2     0     0  6800  1905     0     0  8254    19     -     -     0    10     0
    2    83    46     -    17     3     0     0  6800  1590     0     0  5563    15     -     -     0    83     0
    0    72    46     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0   276     2
    1    73    53     -    21     2     0     0  6800  1410     0     0  8254    19     -     -     0   148    17
    2    78    45     -    18     3     0     0  6800  1350     0     0  5563    15     -     -     0    12     0
    0    65    47     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0   277     2
    1   116    54     -    25     3     0     0  6800  1905     0     0  8254    19     -     -     0     3     0
    2    78    45     -    25     3     0     0  6800  1350     0     0  5563    15     -     -     0   287     9
    0    62    47     -    15     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   101    54     -    29     3     0     0  6800  1905     0     0  8254    19     -     -     0   150     0
    2    70    45     -    23     3     0     0  6800  1455     0     0  5563    15     -     -     0     0    28
    0    71    47     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   114    54     -    28     3     0     0  6800  1905     0     0  8254    19     -     -     0    13     0
    2    88    46     -    24     3     0     0  6800  1680     0     0  5563    15     -     -     0    85     0
    0    67    46     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0   596     5
    1   137    55     -    30     4     0     0  6800  1905     0     0  8254    19     -     -     0     1    12
    2    87    45     -    16     3     0     0  6800  1350     0     0  5563    15     -     -     0    56    23
    0    62    46     -    14     4     0     0  6800  1350     0     0  5621    15     -     -     0   261     6
    1   116    55     -    21     3     0     0  6800  1905     0     0  8254    19     -     -     0    13     0
    2    70    45     -    17     3     0     0  6800  1350     0     0  5563    15     -     -     0    68     3
    0    72    46     -    14     4     0     0  6800  1350     0     0  5621    15     -     -     0   280     1
    1   113    54     -    26     3     0     0  6800  1905     0     0  8254    19     -     -     0     0     0
    2    78    45     -    22     2     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    72    47     -    14     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   106    55     -    25     2     0     0  6800  1905     0     0  8254    19     -     -     0   144     2
    2    72    45     -    21     3     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    72    46     -    13     4     0     0  6800  1350     0     0  5621    15     -     -     0   279     1
    1   107    55     -    28     3     0     0  6800  1860     0     0  8254    19     -     -     0    79     1
    2    67    45     -    16     2     0     0  6800  1350     0     0  5563    15     -     -     0   259     6
# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk pviol tviol    fb  bar1 sbecc dbecc   pci rxpci txpci
# Idx     W     C     C     %     %     %     %   MHz   MHz     %  bool    MB    MB  errs  errs  errs  MB/s  MB/s
    0    72    46     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0     0    30
    1    73    54     -    25     3     0     0  6800  1545     0     0  8254    19     -     -     0    73     2
    2    79    45     -    23     3     0     0  6800  1500     0     0  5563    15     -     -     0     0     0
    0    72    47     -    14     4     0     0  6800  1350     0     0  5621    15     -     -     0     2     0
    1    81    54     -    29     3     0     0  6800  1815     0     0  8254    19     -     -     0   152    14
    2    71    45     -    18     3     0     0  6800  1500     0     0  5563    15     -     -     0     0     0
    0    72    47     -    14     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    80    54     -    27     3     0     0  6800  1815     0     0  8254    19     -     -     0     0     0
    2    67    45     -    19     3     0     0  6800  1350     0     0  5563    15     -     -     0    23     0
    0    62    46     -    12     4     0     0  6800  1350     0     0  5621    15     -     -     0   233    46
    1   116    55     -    26     3     0     0  6800  1905     0     0  8254    19     -     -     0   119     0
    2    84    45     -    20     3     0     0  6800  1455     0     0  5563    15     -     -     0     0     0
    0    70    46     -    12     3     0     0  6800  1350     0     0  5621    15     -     -     0     0    30
    1    78    54     -    24     2     0     0  6800  1770     0     0  8254    19     -     -     0    10     0
    2    78    46     -    21     2     0     0  6800  1455     0     0  5563    15     -     -     0     0    10
    0    72    46     -    11     3     0     0  6800  1350     0     0  5621    15     -     -     0   261     6
    1   101    55     -    30     3     0     0  6800  1905     0     0  8254    19     -     -     0    78     1
    2    66    45     -    22     3     0     0  6800  1350     0     0  5563    15     -     -     0    84     8
    0    69    46     -    15     4     0     0  6800  1350     0     0  5621    15     -     -     0    15     0
    1   106    55     -    22     2     0     0  6800  1905     0     0  8254    19     -     -     0  1457   175
    2    88    45     -    20     3     0     0  6800  1485     0     0  5563    15     -     -     0    76     4
    0    72    46     -    15     4     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    70    53     -    26     3     0     0  6800  1365     0     0  8254    19     -     -     0     0     0
    2    67    45     -    25     3     0     0  6800  1350     0     0  5563    15     -     -     0    75    44
    0    78    46     -    12     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    73    53     -    31     3     0     0  6800  1350     0     0  8254    19     -     -     0    13     1
    2    81    45     -    16     2     0     0  6800  1350     0     0  5563    15     -     -     0     0     0
    0    65    47     -    12     3     0     0  6800  1350     0     0  5621    15     -     -     0     1     1
    1   128    54     -    35     3     0     0  6800  1905     0     0  8254    19     -     -     0   148    16
    2    66    46     -    20     3     0     0  6800  1350     0     0  5563    15     -     -     0    76     2
    0    76    47     -    13     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1   127    55     -    22     3     0     0  6800  1905     0     0  8254    19     -     -     0   134     4
    2    68    45     -    18     3     0     0  6800  1350     0     0  5563    15     -     -     0     3     1
    0    69    46     -    12     3     0     0  6800  1350     0     0  5621    15     -     -     0     0     0
    1    63    53     -    26     3     0     0  6800  1350     0     0  8254    19     -     -     0     3     0
